"","date","target","insult","tweet"
"5979","2019-05-24","democrats","the Radical Left","I don’t know why the Radical Left Democrats want Bob Mueller to testify when he just issued a 40 Million Dollar Report that states, loud & clear & for all to hear, No Collusion and No Obstruction (how do you Obstruct a NO crime?) Dems are just looking for trouble and a Do-Over!"
"5980","2019-05-24","cnn","Ratings are WAY DOWN","Wow! CNN Ratings are WAY DOWN, record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television, Don Lemon!"
"5981","2019-05-24","cnn","so many Fake Stories and Anti-Trump lies","Wow! CNN Ratings are WAY DOWN, record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television, Don Lemon!"
"5982","2019-05-24","chris-cuomo","was rewarded for lowest morning ratings with a prime time spot","Wow! CNN Ratings are WAY DOWN, record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television, Don Lemon!"
"5983","2019-05-24","chris-cuomo","failing badly","Wow! CNN Ratings are WAY DOWN, record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television, Don Lemon!"
"5984","2019-05-24","democrats","must get back to work",".....The Dems want a second shot at Bob Mueller are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!"
"5985","2019-05-24","democrats","So bad for our Country!",".....The Dems want a second shot at Bob Mueller are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!"
"5986","2019-05-25","joe-biden","Swampman","North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me & also smiled when he called Swampman Joe Bidan a low IQ individual & worse. Perhaps that’s sending me a signal?"
"5987","2019-05-25","chicago","great incompetence and corruption","In addition to great incompetence and corruption The Smollett case in Chicago is also about a Hate Crime. Remember “MAGA COUNTRY DID IT!” That turned out to be a total lie had nothing to do with “MAGA COUNTRY.” Serious stuff and not even an apology to millions of people!"
"5988","2019-05-25","haywood-s-gilliam","Another activist Obama appointed judge","Another activist Obama appointed judge has just ruled against us on a section of the Southern Wall that is already under construction. This is a ruling against Border Security and in favor of crime drugs and human trafficking. We are asking for an expedited appeal!"
"5989","2019-05-25","mark-warner","acting and talking like he is in total control of the Senate Intelligence Committee","Democrat Senator Mark Warner is acting and talking like he is in total control of the Senate Intelligence Committee. Their is nothing bipartisan about him. He should not be allowed to take “command” of that Committee. Too important! Remember when he spoke to the Russian jokester?"
"5990","2019-05-25","mark-warner","Their is nothing bipartisan about him","Democrat Senator Mark Warner is acting and talking like he is in total control of the Senate Intelligence Committee. Their is nothing bipartisan about him. He should not be allowed to take “command” of that Committee. Too important! Remember when he spoke to the Russian jokester?"
"5991","2019-05-26","joe-biden","Swampman","North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me & also smiled when he called Swampman Joe Biden a low IQ individual & worse. Perhaps that’s sending me a signal?"
"5992","2019-05-26","joe-biden","a low IQ individual","North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me & also smiled when he called Swampman Joe Biden a low IQ individual & worse. Perhaps that’s sending me a signal?"
"5993","2019-05-26","democrats","would rather see the United States fail than see me or the Republican Party succeed","Great fun and meeting with Prime Minister @AbeShinzo. Numerous Japanese officials told me that the Democrats would rather see the United States fail than see me or the Republican Party succeed - Death Wish!"
"5994","2019-05-27","the-media","Fake News",".@ianbremmer now admits that he MADE UP “a completely ludicrous quote” attributing it to me. This is what’s going on in the age of Fake News. People think they can say anything and get away with it. Really the libel laws should be changed to hold Fake News Media accountable!"
"5995","2019-05-27","the-media","People think they can say anything and get away with it",".@ianbremmer now admits that he MADE UP “a completely ludicrous quote” attributing it to me. This is what’s going on in the age of Fake News. People think they can say anything and get away with it. Really the libel laws should be changed to hold Fake News Media accountable!"
"5996","2019-05-27","joe-biden","Sleepy Joe Biden","....Super Predator was the term associated with the 1994 Crime Bill that Sleepy Joe Biden was so heavily involved in passing. That was a dark period in American History but has Sleepy Joe apologized? No!"
"5997","2019-05-27","joe-biden","Sleepy Joe","....Super Predator was the term associated with the 1994 Crime Bill that Sleepy Joe Biden was so heavily involved in passing. That was a dark period in American History but has Sleepy Joe apologized? No!"
"5998","2019-05-27","joe-biden","will not have a chance of being elected","Anyone associated with the 1994 Crime Bill will not have a chance of being elected. In particular African Americans will not be able to vote for you. I on the other hand was responsible for Criminal Justice Reform which had tremendous support & helped fix the bad 1994 Bill!"
"5999","2019-05-27","democrats","Obstructionists","Impeach for what having created perhaps the greatest Economy in our Country’s history rebuilding our Military taking care of our Vets (Choice) Judges Best Jobs Numbers Ever and much more? Dems are Obstructionists! https://t.co/NrTIxU9ZnA"
"6000","2019-05-27","democrats","are getting NOTHING done in Congress","The Dems are getting NOTHING done in Congress! They only want a Do-Over on Mueller!"
"6001","2019-05-28","joe-biden","Sleepy Joe","I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot” and many other things whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?"
"6002","2019-05-28","joe-biden","low IQ idiot","I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot” and many other things whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?"
"6003","2019-05-28","joe-biden","low IQ individual","I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot” and many other things whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?"
"6004","2019-05-30","trump-russia","Witch Hunt Hoax","Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media....."
"6005","2019-05-30","trump-russia","a crime that didn’t exist","Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media....."
"6006","2019-05-30","trump-russia","phony crime that didn’t exist","....say he fought back against this phony crime that didn’t exist this horrendous false acquisition and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!"
"6007","2019-05-30","trump-russia","Presidential Harassment!","....say he fought back against this phony crime that didn’t exist this horrendous false acquisition and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!"
"6008","2019-05-30","robert-mueller","highly conflicted","The Greatest Presidential Harassment in history. After spending $40000000 over two dark years with unlimited access people resources and cooperation highly conflicted Robert Mueller would have brought charges if he had ANYTHING but there were no charges to bring!"
"6009","2019-05-30","robert-mueller","total Conflict of Interest","Robert Mueller came to the Oval Office (along with other potential candidates) seeking to be named the Director of the FBI. He had already been in that position for 12 years I told him NO. The next day he was named Special Counsel - A total Conflict of Interest. NICE!"
"6010","2019-05-30","impeachment-inquiry","WITCH-HUNT!","How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!"
"6011","2019-05-30","impeachment-inquiry","The Greatest Presidential Harassment in history","The Greatest Presidential Harassment in history. After spending $40000000 over two dark years with unlimited access people resources and cooperation highly conflicted Robert Mueller would have brought charges if he had ANYTHING but there were no charges to bring!"
"6012","2019-05-30","the-media","Fake News","Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media....."
"6013","2019-05-30","the-media","Fake News Media","Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media....."
"6014","2019-05-30","the-media","Fake News,","The Navy put out a disclaimer on the McCain story. Looks like the story was an exaggeration or even Fake News - but why not everything else is!"
"6015","2019-05-31","us-immigration-policies","BAD","Mexico has taken advantage of the United States for decades. Because of the Dems our Immigration Laws are BAD. Mexico makes a FORTUNE from the U.S. have for decades they can easily fix this problem. Time for them to finally do what must be done!"
"6016","2019-05-31","mexico","has taken advantage of the United States for decades","Mexico has taken advantage of the United States for decades. Because of the Dems our Immigration Laws are BAD. Mexico makes a FORTUNE from the U.S. have for decades they can easily fix this problem. Time for them to finally do what must be done!"
"6017","2019-05-31","democrats","want Open Borders which equals crime!","Hard to believe that with the Crisis on the Border the Dems won’t do the quick and easy fix. Would solve the problem but they want Open Borders which equals crime!"
"6018","2019-06-01","washington-post","got it wrong as usual","Washington Post got it wrong as usual. The U.S. is charging 25% against 250 Billion Dollars of goods shipped from China not 200 BD. Also China is paying a heavy cost in that they will subsidize goods to keep them coming devalue their currency yet companies are moving to....."
"6019","2019-06-01","china","They took many of our companies & jobs","....U.S. in order to avoid paying the 25% Tariff. Like Mexican companies will move back to the United States once the Tariff reaches the higher levels. They took many of our companies & jobs the foolish Pols let it happen and now they will come back unless Mexico stops the....."
"6020","2019-06-01","mexico","allowing millions of people to easily meander through their country and INVADE the U.S.","...travesty that is taking place in allowing millions of people to easily meander through their country and INVADE the U.S. not to mention the Drugs & Human Trafficking pouring in through Mexico. Are the Drug Lords Cartels & Coyotes really running Mexico? We will soon find out!"
"6021","2019-06-02","house-democrats","go back to work","Democrats can’t impeach a Republican President for crimes committed by Democrats. The facts are “pouring” in. The Greatest Witch Hunt in American History! Congress go back to work and help us at the Border with Drug Prices and on Infrastructure."
"6022","2019-06-02","peggy-noonan","simplistic writer","Peggy Noonan the simplistic writer for Trump Haters all is stuck in the past glory of Reagan and has no idea what is happening with the Radical Left Democrats or how vicious and desperate they are. Mueller had to correct his ridiculous statement Peggy never understood it!"
"6023","2019-06-02","peggy-noonan","has no idea what is happening","Peggy Noonan the simplistic writer for Trump Haters all is stuck in the past glory of Reagan and has no idea what is happening with the Radical Left Democrats or how vicious and desperate they are. Mueller had to correct his ridiculous statement Peggy never understood it!"
"6024","2019-06-02","mexico","abuser","People have been saying for years that we should talk to Mexico. The problem is that Mexico is an “abuser” of the United States taking but never giving. It has been this way for decades. Either they stop the invasion of our Country by Drug Dealers Cartels Human Traffickers...."
"6025","2019-06-02","mexico","they’ve been “talking” for 25 years","Mexico is sending a big delegation to talk about the Border. Problem is they’ve been “talking” for 25 years. We want action not talk. They could solve the Border Crisis in one day if they so desired. Otherwise our companies and jobs are coming back to the USA!"
"6026","2019-06-02","trump-russia","Witch Hunt","THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7"
"6027","2019-06-02","robert-mueller","had to correct his ridiculous statement","Peggy Noonan the simplistic writer for Trump Haters all is stuck in the past glory of Reagan and has no idea what is happening with the Radical Left Democrats or how vicious and desperate they are. Mueller had to correct his ridiculous statement Peggy never understood it!"
"6028","2019-06-02","impeachment-inquiry","Greatest Witch Hunt in American History","Democrats can’t impeach a Republican President for crimes committed by Democrats. The facts are “pouring” in. The Greatest Witch Hunt in American History! Congress go back to work and help us at the Border with Drug Prices and on Infrastructure."
"6029","2019-06-02","the-media","Fake News","I never called Meghan Markle “nasty.” Made up by the Fake News Media and they got caught cold! Will @CNN @nytimes and others apologize? Doubt it!"
"6030","2019-06-02","democrats","doing nothing","The Democrats are doing nothing on the Border to address the Humanitarian and National Security Crisis! Could be fixed so easily if they would vote with Republicans to fix the loopholes."
"6031","2019-06-02","democrats","Radical Liberal","The Wall is under construction and moving along quickly despite all of the Radical Liberal Democrat lawsuits. What are they thinking as our Country is invaded by so many people (illegals) and things (Drugs) that we do not want. Make America Great Again!"
"6032","2019-06-02","democrats","getting nothing done","NO COLLUSION NO OBSTRUCTION NO NOTHING! “What the Democrats are trying to do is the biggest sin in the impeachment business.” David Rivkin Constitutional Scholar. Meantime the Dems are getting nothing done in Congress. They are frozen stiff. Get back to work much to do!"
"6033","2019-06-02","democrats","frozen stiff","NO COLLUSION NO OBSTRUCTION NO NOTHING! “What the Democrats are trying to do is the biggest sin in the impeachment business.” David Rivkin Constitutional Scholar. Meantime the Dems are getting nothing done in Congress. They are frozen stiff. Get back to work much to do!"
"6034","2019-06-02","democrats","Radical Left, vicious and desperate","Peggy Noonan the simplistic writer for Trump Haters all is stuck in the past glory of Reagan and has no idea what is happening with the Radical Left Democrats or how vicious and desperate they are. Mueller had to correct his ridiculous statement Peggy never understood it!"
"6035","2019-06-03","cnn","Fake News","Just arrived in the United Kingdom. The only problem is that @CNN is the primary source of news available from the U.S. After watching it for a short while I turned it off. All negative & so much Fake News very bad for U.S. Big ratings drop. Why doesn’t owner @ATT do something?"
"6036","2019-06-03","cnn","dying in the ratings","I believe that if people stoped using or subscribing to @ATT they would be forced to make big changes at @CNN which is dying in the ratings anyway. It is so unfair with such bad Fake News! Why wouldn’t they act. When the World watches @CNN it gets a false picture of USA. Sad!"
"6037","2019-06-03","cnn","Fake News","I believe that if people stoped using or subscribing to @ATT they would be forced to make big changes at @CNN which is dying in the ratings anyway. It is so unfair with such bad Fake News! Why wouldn’t they act. When the World watches @CNN it gets a false picture of USA. Sad!"
"6038","2019-06-03","sadiq-khan","has done a terrible job. foolishly 'nasty'",".@SadiqKhan who by all accounts has done a terrible job as Mayor of London has been foolishly “nasty” to the visiting President of the United States by far the most important ally of the United Kingdom. He is a stone cold loser who should focus on crime in London not me......"
"6039","2019-06-03","sadiq-khan","stone cold loser",".@SadiqKhan who by all accounts has done a terrible job as Mayor of London has been foolishly “nasty” to the visiting President of the United States by far the most important ally of the United Kingdom. He is a stone cold loser who should focus on crime in London not me......"
"6040","2019-06-03","bill-deblasio","very dumb and incompetent","....Kahn reminds me very much of our very dumb and incompetent Mayor of NYC de Blasio who has also done a terrible job - only half his height. In any event I look forward to being a great friend to the United Kingdom and am looking very much forward to my visit. Landing now!"
"6041","2019-06-03","bill-deblasio","has also done a terrible job","....Kahn reminds me very much of our very dumb and incompetent Mayor of NYC de Blasio who has also done a terrible job - only half his height. In any event I look forward to being a great friend to the United Kingdom and am looking very much forward to my visit. Landing now!"
"6042","2019-06-03","the-media","Fake News","....Fake News will be working hard to find them. Great love all around. Also big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!"
"6043","2019-06-05","bette-midler","Washed up pyscho","Washed up psycho @BetteMidler was forced to apologize for a statement she attributed to me that turned out to be totally fabricated by her in order to make “your great president” look really bad. She got caught just like the Fake News Media gets caught. A sick scammer!"
"6044","2019-06-05","bette-midler","a sick scammer","Washed up psycho @BetteMidler was forced to apologize for a statement she attributed to me that turned out to be totally fabricated by her in order to make “your great president” look really bad. She got caught just like the Fake News Media gets caught. A sick scammer!"
"6045","2019-06-05","chuck-schumer","Cryin'","Can you imagine Cryin’ Chuck Schumer saying out loud for all to hear that I am bluffing with respect to putting Tariffs on Mexico. What a Creep. He would rather have our Country fail with drugs & Immigration than give Republicans a win. But he gave Mexico bad advice no bluff!"
"6046","2019-06-05","chuck-schumer","would rather have our country fail","Can you imagine Cryin’ Chuck Schumer saying out loud for all to hear that I am bluffing with respect to putting Tariffs on Mexico. What a Creep. He would rather have our Country fail with drugs & Immigration than give Republicans a win. But he gave Mexico bad advice no bluff!"
"6047","2019-06-05","chuck-schumer","gave Mexico bad advice","Can you imagine Cryin’ Chuck Schumer saying out loud for all to hear that I am bluffing with respect to putting Tariffs on Mexico. What a Creep. He would rather have our Country fail with drugs & Immigration than give Republicans a win. But he gave Mexico bad advice no bluff!"
"6048","2019-06-05","trump-russia","Witch Hunt","House Democrats fresh off a Republican victory against them (in Federal Court) on the Wall keep asking people to come and testify regarding the No Collusion Witch Hunt. They are very unhappy with the Mueller Report especially with his corrective letter & now want a Do Over!"
"6049","2019-06-05","the-media","Fake News","Washed up psycho @BetteMidler was forced to apologize for a statement she attributed to me that turned out to be totally fabricated by her in order to make “your great president” look really bad. She got caught just like the Fake News Media gets caught. A sick scammer!"
"6050","2019-06-05","the-media","Corrupt","Plagiarism charge against Sleepy Joe Biden on his ridiculous Climate Change Plan is a big problem but the Corrupt Media will save him. His other problem is that he is drawing flies not people to his Rallies. Nobody is showing up I mean nobody. You can’t win without people!"
"6051","2019-06-05","the-media","Corrupt","I kept hearing that there would be “massive” rallies against me in the UK but it was quite the opposite. The big crowds which the Corrupt Media hates to show were those that gathered in support of the USA and me. They were big & enthusiastic as opposed to the organized flops!"
"6052","2019-06-05","the-media","Corrupt","If the totally Corrupt Media was less corrupt I would be up by 15 points in the polls based on our tremendous success with the economy maybe Best Ever! If the Corrup Media was actually fair I would be up by 25 points. Nevertheless despite the Fake News we’re doing great!"
"6053","2019-06-05","the-media","Fake News","If the totally Corrupt Media was less corrupt I would be up by 15 points in the polls based on our tremendous success with the economy maybe Best Ever! If the Corrup Media was actually fair I would be up by 25 points. Nevertheless despite the Fake News we’re doing great!"
"6054","2019-06-05","the-media","Corrupt","If the totally Corrupt Media was less corrupt I would be up by 15 points in the polls based on our tremendous success with the economy maybe Best Ever! If the Corrupt Media was actually fair I would be up by 25 points. Nevertheless despite the Fake News we’re doing great!"
"6055","2019-06-05","the-media","Fake News","If the totally Corrupt Media was less corrupt I would be up by 15 points in the polls based on our tremendous success with the economy maybe Best Ever! If the Corrupt Media was actually fair I would be up by 25 points. Nevertheless despite the Fake News we’re doing great!"
"6056","2019-06-05","joe-biden","Sleepy Joe Biden","Plagiarism charge against Sleepy Joe Biden on his ridiculous Climate Change Plan is a big problem but the Corrupt Media will save him. His other problem is that he is drawing flies not people to his Rallies. Nobody is showing up I mean nobody. You can’t win without people!"
"6057","2019-06-05","joe-biden","is drawing flies not people to his rallies","Plagiarism charge against Sleepy Joe Biden on his ridiculous Climate Change Plan is a big problem but the Corrupt Media will save him. His other problem is that he is drawing flies not people to his Rallies. Nobody is showing up I mean nobody. You can’t win without people!"
"6058","2019-06-06","rachel-maddow","dying in the ratings","“The President has received glowing reviews from the British Media. Here at home not so much. MSNBC Ramps up hateful coverage and promotes conspiracy theories during Trump’s trip to Europe.” @seanhannity The good news is that @maddow is dying in the ratings along with @CNN!"
"6059","2019-06-06","cnn","dying in the ratings","“The President has received glowing reviews from the British Media. Here at home not so much. MSNBC Ramps up hateful coverage and promotes conspiracy theories during Trump’s trip to Europe.” @seanhannity The good news is that @maddow is dying in the ratings along with @CNN!"
"6060","2019-06-07","nasa","For all of the money we are spending NASA should NOT be talking about going to the Moon - We did that 50 years ago. They should be focused on the much bigger things we are doing including Mars (of which the Moon is a part) Defense and Science!","For all of the money we are spending NASA should NOT be talking about going to the Moon - We did that 50 years ago. They should be focused on the much bigger things we are doing including Mars (of which the Moon is a part) Defense and Science!"
"6061","2019-06-07","nancy-pelosi","Nervous Nancy","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress..."
"6062","2019-06-07","nancy-pelosi","a disgrace to herself and her family","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress..."
"6063","2019-06-07","nancy-pelosi","Nervous Nancy , getting Zero work done in Congress","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress..."
"6064","2019-06-07","nancy-pelosi","such a disgusting statement","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress..."
"6065","2019-06-07","nancy-pelosi","getting Zero work done in Congress","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress..."
"6066","2019-06-07","nancy-pelosi","Nervous Nancy","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress...."
"6067","2019-06-07","nancy-pelosi","a disgrace to herself and her family","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress...."
"6068","2019-06-07","nancy-pelosi","Nervous Nancy , getting Zero work done in Congress","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress...."
"6069","2019-06-07","democrats","have no intention of doing anything other going on a fishing expedition to see if they can find anything on me","....and have no intention of doing anything other going on a fishing expedition to see if they can find anything on me - both illegal & unprecedented in U.S. history. There was no Collusion - Investigate the Investigators! Go to work on Drug Price Reductions & Infrastructure!"
"6070","2019-06-07","democrats","getting Zero work done in Congress","Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy & Dems are getting Zero work done in Congress...."
"6071","2019-06-07","democrats","incapable of doing a good and solid Immigration Bill!","Democrats are incapable of doing a good and solid Immigration Bill!"
"6072","2019-06-08","comcast","The hatred Comcast has is amazing!","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6073","2019-06-08","msnbc","the opposition","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6074","2019-06-08","msnbc","Such lies almost everything they were saying was the opposite of the truth","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6075","2019-06-08","msnbc","Fake News! No wonder their ratings along with CNN are WAY DOWN","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6076","2019-06-08","nancy-pelosi","Nervous Nancy Pelosi","""the opposition"", ""Such lies"","" almost everything they were saying was the opposite of the truth"", ""Fake News!"""
"6077","2019-06-08","nancy-pelosi","getting nothing done","""the opposition"", ""Such lies"","" almost everything they were saying was the opposite of the truth"", ""Fake News!"""
"6078","2019-06-08","cnn","the opposition","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6079","2019-06-08","cnn","Such lies","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6080","2019-06-08","cnn","almost everything they were saying was the opposite of the truth","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6081","2019-06-08","cnn","Fake News!","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6082","2019-06-08","cnn","ratings along with CNN are WAY DOWN","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6083","2019-06-08","cnn","The hatred Comcast has is amazing!","Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!"
"6084","2019-06-08","the-media","false reporting","While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good there has nevertheless been much false reporting (surprise!) by the Fake and Corrupt News Media such as Comcast/NBC CNN @nytimes & @washingtonpost. These “Fakers” are Bad News!"
"6085","2019-06-08","the-media","Fake and Corrupt News MediaThese “Fakers” are Bad News!","While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good there has nevertheless been much false reporting (surprise!) by the Fake and Corrupt News Media such as Comcast/NBC CNN @nytimes & @washingtonpost. These “Fakers” are Bad News!"
"6086","2019-06-08","democrats","getting nothing done","Nervous Nancy Pelosi & the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA the spectacular & very popular new Trade Deal that replaces NAFTA the worst Trade Deal in the history of the U.S.A. Great for our Farmers Manufacturers & Unions!"
"6087","2019-06-09","john-dean","sleazebag attorney","....No Obstruction. The Dems were devastated - after all this time and money spent ($40000000) the Mueller Report was a disaster for them. But they want a Redo or Do Over. They are even bringing in @CNN sleazebag attorney John Dean. Sorry no Do Overs - Go back to work!"
"6088","2019-06-09","mueller-team","loaded up with 13 Angry Democrat Trump Haters later increased to 18","For two years all the Democrats talked about was the Mueller Report because they knew that it was loaded up with 13 Angry Democrat Trump Haters later increased to 18. But despite the bias when the Report came out the findings were No Collusion and facts that led to........"
"6089","2019-06-09","twitter","making a Giant Mistake!","Twitter should let the banned Conservative Voices back onto their platform without restriction. It’s called Freedom of Speech remember. You are making a Giant Mistake!"
"6090","2019-06-09","the-new-york-times","Failing @nytimes","Another false report in the Failing @nytimes. We have been trying to get some of these Border Actions for a long time as have other administrations but were not able to get them or get them in full until our signed agreement with Mexico. Additionally and for many years...."
"6091","2019-06-09","the-new-york-times","The Failing @nytimes",".....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes & ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!"
"6092","2019-06-09","the-new-york-times","will do anything possible to see our Country fail ,The Enemy of the People!",".....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes & ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!"
"6093","2019-06-09","the-new-york-times","Failing @nytimes ,shockingly false and untrue bad reporting,they knew it was Fake News","The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingly false and untrue bad reporting and the paper is embarrassed by it. The only problem is that they knew it was Fake News before it went out. Corrupt Media!"
"6094","2019-06-09","the-new-york-times","Corrupt Media!","The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingly false and untrue bad reporting and the paper is embarrassed by it. The only problem is that they knew it was Fake News before it went out. Corrupt Media!"
"6095","2019-06-09","erin-burnett","used to BEG me to be on episodes of the Apprentice","Little @DonnyDeutsch whose show like his previous shoebiz tries is a disaster has been saying that I had been a friend of his. This is false. He & separately @ErinBurnett used to BEG me to be on episodes of the Apprentice (both were bad) but that was it. Hardly knew him.."
"6096","2019-06-09","donny-deutsch","Little @DonnyDeutsch","Little @DonnyDeutsch whose show like his previous shoebiz tries is a disaster has been saying that I had been a friend of his. This is false. He & separately @ErinBurnett used to BEG me to be on episodes of the Apprentice (both were bad) but that was it. Hardly knew him.."
