和风天气海外热门城市列表 v1.2
城市ID	大洲	国家中文	国家英文	城市中文	城市英文	纬度	经度
RS219902	欧洲	塞尔维亚	Serbia	尼沙瓦州	Crnivrh	44.1	22
RS791678	欧洲	塞尔维亚	Serbia	丘普里亚	Cuprija	43.9275	21.37
RS219903	欧洲	塞尔维亚	Serbia	季米特洛夫格勒	Dimitrovgrad	43.3	22.8
RS789518	欧洲	塞尔维亚	Serbia	基金达	Kikinda	45.82972	20.46528
RS219904	欧洲	塞尔维亚	Serbia	科拉欣	Kolasin	42.8	19.5
RS219905	欧洲	塞尔维亚	Serbia	科帕奥尼克	Kopaonik	43.3	20.8
RS789128	欧洲	塞尔维亚	Serbia	克拉古耶瓦茨	Kragujevac	44.01667	20.91667
RS789107	欧洲	塞尔维亚	Serbia	克拉列沃	Kraljevo	43.72583	20.68944
RS788975	欧洲	塞尔维亚	Serbia	克鲁舍瓦茨	Krusevac	43.58	21.33389
RS788709	欧洲	塞尔维亚	Serbia	莱斯科瓦茨	Leskovac	42.99806	21.94611
RS219906	欧洲	塞尔维亚	Serbia	洛兹尼察	Loznica	44.5	19.2
RS219907	欧洲	塞尔维亚	Serbia	尼克希奇	Niksic	42.8	19
RS787657	欧洲	塞尔维亚	Serbia	尼什	Nis	43.32472	21.90333
RS219908	欧洲	塞尔维亚	Serbia	佩克	Pec	42.7	20.3
RS219909	欧洲	塞尔维亚	Serbia	普列夫利亚	Pljevlja	43.3	19.4
RS219910	欧洲	塞尔维亚	Serbia	波德戈里察	Podgorica	42.4	19.3
RS219911	欧洲	塞尔维亚	Serbia	波德戈里察格拉德	Podgorica Grad	42.4	19.3
RS219912	欧洲	塞尔维亚	Serbia	普里什蒂纳	Pristina	42.7	21.1
RS219913	欧洲	塞尔维亚	Serbia	普里兹伦	Prizren	42.2	20.7
RS219914	欧洲	塞尔维亚	Serbia	谢尼察	Sjenica	43.3	20
RS3190342	欧洲	塞尔维亚	Serbia	松博尔	Sombor	45.77417	19.11222
RS219915	欧洲	塞尔维亚	Serbia	斯雷姆斯卡米特罗维察	Sremskamitrovica	45.1	19.5
RS219916	欧洲	塞尔维亚	Serbia	蒂瓦特	Tivat	42.4	18.7
RS219917	欧洲	塞尔维亚	Serbia	乌尔齐尼	Ulcinj	41.9	19.2
RS3188402	欧洲	塞尔维亚	Serbia	瓦列沃	Valjevo	44.27513	19.89821
RS784227	欧洲	塞尔维亚	Serbia	弗拉涅	Vranje	42.55139	21.90028
RS784136	欧洲	塞尔维亚	Serbia	弗尔沙茨	Vrsac	45.11667	21.30361
RS219918	欧洲	塞尔维亚	Serbia	扎布利亚克	Zabljak	43.2	19.1
RS3302765	欧洲	塞尔维亚	Serbia	兹拉蒂博尔	Zlatibor	43.71684	19.70003
RS783814	欧洲	塞尔维亚	Serbia	兹雷尼亚宁	Zrenjanin	45.38361	20.38194
SI3196359	欧洲	斯洛文尼亚	Slovenia	卢布尔雅那	Ljubljana	46.05108	14.50513
SI3202781	欧洲	斯洛文尼亚	Slovenia	采列	Celje	46.23092	15.26044
SI1277001	欧洲	斯洛文尼亚	Slovenia	利斯卡	Lisca	46.1	15.3
SI1277002	欧洲	斯洛文尼亚	Slovenia	马里博尔	Maribor Slivnica	46.5	15.7
ES2510253	欧洲	西班牙	Spain	托雷维耶哈	Torrevieja	37.97872	-0.68222
ES2510911	欧洲	西班牙	Spain	塞维利亚	Seville	37.38283	-5.97317
ES2512989	欧洲	西班牙	Spain	帕尔马	Palma	39.56939	2.65024
ES2515270	欧洲	西班牙	Spain	拉斯帕尔玛斯	Las Palmas	28.09973	-15.41343
ES3119841	欧洲	西班牙	Spain	拉科鲁尼亚	La Coruna	43.37135	-8.396
ES3128026	欧洲	西班牙	Spain	毕尔巴鄂	Bilbao	43.26271	-2.92528
ES4476001	欧洲	西班牙	Spain	阿尔巴塞特	Albacete Losllanos	39	-1.8999939
ES2521978	欧洲	西班牙	Spain	阿里坎特	Alicante	38.34517	-0.48149
ES4476002	欧洲	西班牙	Spain	阿利坎特	Alicante Elaltet	38.3	-0.5
ES2521928	欧洲	西班牙	Spain	阿尔马格罗	Almagro	38.88941	-3.71132
ES4476004	欧洲	西班牙	Spain	阿维拉	Avila	40.7	-4.5
ES3128760	欧洲	西班牙	Spain	巴塞罗那	Barcelona	41.38879	2.15899
ES2520611	欧洲	西班牙	Spain	卡塞雷斯	Caceres	39.47649	-6.37224
ES4476005	欧洲	西班牙	Spain	卡斯特利翁	Castellon	40	-0.1000061
ES3124132	欧洲	西班牙	Spain	昆卡	Cuenca	40.06667	-2.13333
ES3121424	欧洲	西班牙	Spain	希洪	Gijon	43.53573	-5.66152
ES4476006	欧洲	西班牙	Spain	瓜达拉哈拉	Guadalajara	40.7	-3.2000122
ES2516548	欧洲	西班牙	Spain	韦尔瓦	Huelva	37.25833	-6.95083
ES2516479	欧洲	西班牙	Spain	伊比沙岛	Ibiza	38.90883	1.43296
ES2516395	欧洲	西班牙	Spain	哈恩	Jaen	37.76667	-3.78333
ES4476007	欧洲	西班牙	Spain	拉柯鲁尼亚	Lacoruna	43.4	-8.399994
ES4476008	欧洲	西班牙	Spain	拉磨利那	Lamolina	42.3	1.9
ES3118514	欧洲	西班牙	Spain	莱里达	Lleida	41.61667	0.61667
ES4476009	欧洲	西班牙	Spain	洛格罗尼奥	Logrono Agoncillo	42.5	-2.2999878
ES3117735	欧洲	西班牙	Spain	马德里	Madrid	40.4165	-3.70256
ES4476010	欧洲	西班牙	Spain	马德里·巴拉哈斯	Madrid Barajas	40.5	-3.5
ES4476012	欧洲	西班牙	Spain	马略卡岛	Mallorca	39.6	2.7
ES4476013	欧洲	西班牙	Spain	梅诺卡岛	Menorca Mahon	39.9	4.2
ES2513416	欧洲	西班牙	Spain	穆尔西亚	Murcia	37.98704	-1.13004
ES3115704	欧洲	西班牙	Spain	那瓦塞拉达	Navacerrada	40.72905	-4.01696
ES4476014	欧洲	西班牙	Spain	奥伦塞	Orense	42.3	-7.899994
ES3114711	欧洲	西班牙	Spain	奥维耶多	Oviedo	43.36029	-5.84476
ES3113236	欧洲	西班牙	Spain	蓬费拉达	Ponferrada	42.54664	-6.59619
ES3113209	欧洲	西班牙	Spain	蓬特韦德拉	Pontevedra	42.431	-8.64435
ES2511700	欧洲	西班牙	Spain	罗塔岛	Rota	36.62236	-6.35859
ES4476015	欧洲	西班牙	Spain	萨拉曼卡	Salamanca Matacan	41	-5.5
ES3109256	欧洲	西班牙	Spain	塞哥维亚	Segovia	40.95	-4.11667
ES3108681	欧洲	西班牙	Spain	索里亚	Soria	41.76401	-2.46883
ES2510599	欧洲	西班牙	Spain	塔里法	Tarifa	36.01393	-5.60695
ES3108126	欧洲	西班牙	Spain	特鲁埃尔	Teruel	40.3456	-1.10646
ES2510409	欧洲	西班牙	Spain	托莱多	Toledo	39.8581	-4.02263
ES3107677	欧洲	西班牙	Spain	托尔托萨	Tortosa	40.81249	0.5216
ES2509954	欧洲	西班牙	Spain	巴伦西亚	Valencia	39.46975	-0.37739
ES3106672	欧洲	西班牙	Spain	巴利亚多利德	Valladolid	41.65518	-4.72372
ES4476017	欧洲	西班牙	Spain	维多利亚	Vitoria	42.9	-2.7000122
ES3104342	欧洲	西班牙	Spain	萨莫拉	Zamora	41.5	-5.75
SE604490	欧洲	瑞典	Sweden	吕勒奥市	Lulea	65.58415	22.15465
SE3785001	欧洲	瑞典	Sweden	艾尔夫达伦	Alvdalen	61.2	14
SE3785002	欧洲	瑞典	Sweden	艾莫特	Amot	61	16.4
SE3785003	欧洲	瑞典	Sweden	恩厄尔霍尔姆	Angelholm	56.3	12.8
SE2725372	欧洲	瑞典	Sweden	阿尔耶普卢格市	Arjeplog	66.05173	17.88606
SE2725136	欧洲	瑞典	Sweden	阿尔维斯尧尔	Arvidsjaur	65.59033	19.16682
SE2725123	欧洲	瑞典	Sweden	阿尔维卡	Arvika	59.65528	12.58518
SE2724958	欧洲	瑞典	Sweden	奥瑟勒	Asele	64.16667	17.33333
SE3785004	欧洲	瑞典	Sweden	阿克斯图	Axstal	58.6	14.6
SE3785005	欧洲	瑞典	Sweden	比勒克勒布	Bjuroklubb	64.5	21.6
SE606531	欧洲	瑞典	Sweden	博登	Boden	65.82518	21.68864
SE3785006	欧洲	瑞典	Sweden	博伦厄	Borlange	60.4	15.5
SE2716863	欧洲	瑞典	Sweden	埃斯宾	Edsbyn	61.37692	15.81747
SE2716166	欧洲	瑞典	Sweden	恩科平	Enkoping	59.63607	17.07768
SE2715953	欧洲	瑞典	Sweden	埃斯基尔斯蒂纳	Eskilstuna	59.36661	16.5077
SE3785007	欧洲	瑞典	Sweden	法尔斯特布	Falsterbo	55.4	12.8
SE3785008	欧洲	瑞典	Sweden	弗卢达	Floda	59	16.4
SE3785009	欧洲	瑞典	Sweden	耶利瓦勒	Gallivare	67.2	20.6
SE2712414	欧洲	瑞典	Sweden	耶夫勒	Gavle	60.67452	17.14174
SE3785010	欧洲	瑞典	Sweden	哥德堡	Goteborg	57.7	12
SE3785011	欧洲	瑞典	Sweden	贡纳恩	Gunnarn	65	17.7
SE3785012	欧洲	瑞典	Sweden	哈兰斯韦德岛	Hallandsvadero	56.5	12.6
SE3785013	欧洲	瑞典	Sweden	阿拉曼	Hamra	61.7	15
SE3785014	欧洲	瑞典	Sweden	哈诺	Hano	56	14.9
SE605859	欧洲	瑞典	Sweden	哈帕兰达	Haparanda	65.83549	24.13676
SE3785015	欧洲	瑞典	Sweden	哈什特纳	Harstena	58.3	17
SE2706767	欧洲	瑞典	Sweden	赫尔辛堡	Helsingborg	56.04673	12.69437
SE3785016	欧洲	瑞典	Sweden	胡布里	Hoburg	56.9	18.1
SE3785017	欧洲	瑞典	Sweden	霍尔曼	Holmon	63.8	20.9
SE3785018	欧洲	瑞典	Sweden	约克莫克	Jokkmokkfpl	66.5	20.2
SE3785019	欧洲	瑞典	Sweden	延雪平	Jonkoping Axamo	57.8	14.1
SE2702261	欧洲	瑞典	Sweden	卡尔马	Kalmar	56.66157	16.36163
SE3785020	欧洲	瑞典	Sweden	卡雷苏安多	Karesuando	68.4	22.5
SE2701757	欧洲	瑞典	Sweden	卡尔斯堡	Karlsborg	58.53724	14.5047
SE2701713	欧洲	瑞典	Sweden	卡尔斯克鲁纳	Karlskrona	56.16156	15.58661
SE605155	欧洲	瑞典	Sweden	基律纳	Kiruna	67.85572	20.22513
SE3785021	欧洲	瑞典	Sweden	克洛腾	Kloten	59.9	15.2
SE3785022	欧洲	瑞典	Sweden	科斯达	Kosta	56.8	15.5
SE3785023	欧洲	瑞典	Sweden	克龙厄德	Krangede	63.2	16.2
SE3785024	欧洲	瑞典	Sweden	克维克约克	Kvikkjokk	66.9	17.8
SE3785025	欧洲	瑞典	Sweden	拉卡特拉斯克	Lakatrask	66.3	21.1
SE3785026	欧洲	瑞典	Sweden	兰德索尔特	Landsort	58.8	17.9
SE3785027	欧洲	瑞典	Sweden	林雪平	Linkoping Malmslatt	58.4	15.5
SE3785028	欧洲	瑞典	Sweden	吕勒奥	Lulea Kallax	65.6	22.1
SE2693347	欧洲	瑞典	Sweden	吕克瑟勒	Lycksele	64.59537	18.67351
SE3785029	欧洲	瑞典	Sweden	莫利拉	Malilla	57.4	15.8
SE2692969	欧洲	瑞典	Sweden	马尔默	Malmo	55.60587	13.00073
SE2692876	欧洲	瑞典	Sweden	马隆	Malung	60.68329	13.71542
SE2691400	欧洲	瑞典	Sweden	莫拉	Mora	61.00704	14.54316
SE3785030	欧洲	瑞典	Sweden	尼卡卢奥克塔	Nikkaluokta	67.8	19
SE3785031	欧洲	瑞典	Sweden	科斯特群岛	Nordkoster	58.9	11
SE2688368	欧洲	瑞典	Sweden	诺尔雪平	Norrkoping	58.59419	16.1826
SE3785032	欧洲	瑞典	Sweden	诺斯约	Norsjo	64.9	19.4
SE3785033	欧洲	瑞典	Sweden	厄兰岛	Oland	57.4	17.1
SE2686657	欧洲	瑞典	Sweden	厄勒布鲁	Orebro	59.27412	15.2066
SE2686469	欧洲	瑞典	Sweden	恩舍尔兹维克	Ornskoldsvik	63.29091	18.71525
SE3785034	欧洲	瑞典	Sweden	厄斯特松德	Ostersundfroson	63.2	14.5
SE3785035	欧洲	瑞典	Sweden	奥佛卡利克斯	Overkalix	66.3	22.9
SE603761	欧洲	瑞典	Sweden	帕亚拉	Pajala	67.21284	23.36607
SE2673730	欧洲	瑞典	Sweden	斯德哥尔摩	Stockholm	59.33258	18.0649
SE3785036	欧洲	瑞典	Sweden	龙厄达拉	Rangedala	57.8	13.2
SE2681825	欧洲	瑞典	Sweden	龙讷比	Ronneby	56.20999	15.27602
SE602913	欧洲	瑞典	Sweden	谢莱夫特奥	Skelleftea	64.75067	20.95279
SE3785037	欧洲	瑞典	Sweden	希灵厄	Skillinge	55.5	14.3
SE3785038	欧洲	瑞典	Sweden	斯图利恩	Storlien	63.3	12.1
SE2670781	欧洲	瑞典	Sweden	松兹瓦尔	Sundsvall	62.39129	17.3063
SE2670710	欧洲	瑞典	Sweden	孙讷	Sunne	59.83764	13.14302
SE2670061	欧洲	瑞典	Sweden	斯韦格	Sveg	62.03407	14.36577
SE3785039	欧洲	瑞典	Sweden	坦奈斯	Tannas	62.5	12.7
SE3785040	欧洲	瑞典	Sweden	塔法拉	Tarfala	67.9	18.6
SE2667109	欧洲	瑞典	Sweden	图灵厄	Tullinge	59.2	17.9
SE602150	欧洲	瑞典	Sweden	于默奥	Umea	63.82842	20.25972
SE2666199	欧洲	瑞典	Sweden	乌普萨拉	Uppsala	59.8585	17.64543
SE3785041	欧洲	瑞典	Sweden	韦克舍	Vaxjo	56.8	14.8
SE3785042	欧洲	瑞典	Sweden	维德塞尔	Vidsel	65.9	20.1
SE2662935	欧洲	瑞典	Sweden	威廉敏娜市	Vilhelmina	64.62684	16.65628
SE3785043	欧洲	瑞典	Sweden	伐拉	Vinga	57.6	11.6
SE2662689	欧洲	瑞典	Sweden	维斯比	Visby	57.64089	18.29602
CH2660646	欧洲	瑞士	Switzerland	日内瓦	Geneva	46.20222	6.14569
CH2661552	欧洲	瑞士	Switzerland	伯尔尼	Berne	46.94809	7.44744
CH2661863	欧洲	瑞士	Switzerland	阿德尔博登	Adelboden	46.49142	7.56031
CH2661834	欧洲	瑞士	Switzerland	艾高	Aigle	46.3181	6.96457
CH2661780	欧洲	瑞士	Switzerland	阿尔特多夫	Altdorf	46.88042	8.64441
CH2847001	欧洲	瑞士	Switzerland	阿尔滕莱茵	Altenrhein	47.5	9.6
CH2661712	欧洲	瑞士	Switzerland	阿罗萨	Arosa	46.77793	9.67621
CH2847002	欧洲	瑞士	Switzerland	贝兹瑙	Beznau	47.5	8.2
CH2661398	欧洲	瑞士	Switzerland	布里恩茨	Brienz	46.7545	8.03847
CH2661228	欧洲	瑞士	Switzerland	卡姆	Cham	47.18213	8.46358
CH2847003	欧洲	瑞士	Switzerland	查榭哈峰	Chasseral	47.1	7.1
CH2847004	欧洲	瑞士	Switzerland	肖蒙	Chaumont	47	7
CH2661169	欧洲	瑞士	Switzerland	库尔	Chur	46.84986	9.53287
CH2847005	欧洲	瑞士	Switzerland	奇梅塔	Cimetta	46.2	8.8
CH2661039	欧洲	瑞士	Switzerland	达沃斯	Davos	46.80429	9.83723
CH2847006	欧洲	瑞士	Switzerland	迪森蒂斯·塞德龙	Disentis Sedrun	46.7	8.9
CH2660925	欧洲	瑞士	Switzerland	艾因西德伦	Einsiedeln	47.11667	8.75
CH2660902	欧洲	瑞士	Switzerland	英格堡	Engelberg	46.82107	8.40133
CH2847007	欧洲	瑞士	Switzerland	法伊	Fahy	46.5	7.3
CH2660604	欧洲	瑞士	Switzerland	吉斯维	Giswil	46.83333	8.18065
CH2660594	欧洲	瑞士	Switzerland	格拉鲁斯	Glarus	47.04057	9.06804
CH2847008	欧洲	瑞士	Switzerland	哥纳葛特山	Gornergrat	46	7.8
CH2660512	欧洲	瑞士	Switzerland	格兰岑	Grenchen	47.1921	7.39586
CH2847009	欧洲	瑞士	Switzerland	后莱茵河	Hinterrhein	46.5	9.2
CH2847010	欧洲	瑞士	Switzerland	荷恩利	Hoernli	47.4	8.9
CH2660253	欧洲	瑞士	Switzerland	因特拉肯	Interlaken	46.68387	7.86638
CH2847011	欧洲	瑞士	Switzerland	少女峰	Jungfraujoch	46.5	8
CH2847012	欧洲	瑞士	Switzerland	洛桑市	Lausanne	46.5	6.6
CH2847013	欧洲	瑞士	Switzerland	拉绍德封	Lachaux Defonds	47.1	6.8
CH2847014	欧洲	瑞士	Switzerland	莱布施塔特	Leibstadt	47.6	8.2
CH2847015	欧洲	瑞士	Switzerland	洛迦诺	Locarno Monti	46.2	8.8
CH2659836	欧洲	瑞士	Switzerland	卢加诺	Lugano	46.01008	8.96004
CH2659811	欧洲	瑞士	Switzerland	卢塞恩	Luzern	47.05048	8.30635
CH2847016	欧洲	瑞士	Switzerland	马加迪诺	Magadino	46.2	8.9
CH2659700	欧洲	瑞士	Switzerland	迈林根	Meiringen	46.72678	8.18396
CH2659623	欧洲	瑞士	Switzerland	蒙塔纳	Montana	46.31264	7.48408
CH2847017	欧洲	瑞士	Switzerland	蒙特罗萨	Monterosa	46	7.8
CH2847018	欧洲	瑞士	Switzerland	米勒贝格	Muehleberg	47	7.3
CH2847019	欧洲	瑞士	Switzerland	纳普夫	Napf	47	7.9
CH2659496	欧洲	瑞士	Switzerland	纳沙泰尔	Neuchatel	46.99179	6.931
CH2659243	欧洲	瑞士	Switzerland	佩耶纳	Payerne	46.82201	6.93608
CH2847020	欧洲	瑞士	Switzerland	皮拉图斯山	Pilatus	47	8.2
CH2659165	欧洲	瑞士	Switzerland	波斯基亚沃	Poschiavo	46.3244	10.05721
CH2847021	欧洲	瑞士	Switzerland	昆腾	Quinten	47.1	9.2
CH2847022	欧洲	瑞士	Switzerland	桑蒂斯峰	Saentis	47.3	9.4
CH2847023	欧洲	瑞士	Switzerland	萨梅丹	Samedan	46.5	9.9
CH2658761	欧洲	瑞士	Switzerland	沙夫豪森	Schaffhausen	47.69732	8.63493
CH2658660	欧洲	瑞士	Switzerland	施库尔	Scuol	46.79676	10.30595
CH2658576	欧洲	瑞士	Switzerland	锡永	Sion	46.22908	7.35942
CH2847024	欧洲	瑞士	Switzerland	圣加仑	St Gallen	47.4	9.4
CH2658521	欧洲	瑞士	Switzerland	斯塔比奥	Stabio	45.85099	8.93918
CH2847025	欧洲	瑞士	Switzerland	瓦杜兹	Vaduz	47.1	9.5
CH2658112	欧洲	瑞士	Switzerland	菲斯普	Visp	46.2937	7.88149
CH2847026	欧洲	瑞士	Switzerland	维瑙	Wynau	47.3	7.8
CH2847027	欧洲	瑞士	Switzerland	策马特	Zermatt	46	7.8
CH2657896	欧洲	瑞士	Switzerland	苏黎世	Zurich	47.36667	8.55
TR323786	欧洲	土耳其	Turkey	安卡拉	Ankara	39.91987	32.85427
TR325363	欧洲	土耳其	Turkey	亚达那	Adana	37.00167	35.32889
TR3487001	欧洲	土耳其	Turkey	阿达纳·因斯里克	Adana Incirlik	37	35.4
TR752850	欧洲	土耳其	Turkey	阿达帕札勒	Adapazari	40.78056	30.40333
TR325330	欧洲	土耳其	Turkey	阿德亚曼	Adiyaman	37.76441	38.27629
TR3487002	欧洲	土耳其	Turkey	阿菲永	Afyon	38.8	30.5
TR309647	欧洲	土耳其	Turkey	阿格里	Agri	39.71944	43.05139
TR324698	欧洲	土耳其	Turkey	阿克希萨	Akhisar	38.91852	27.84006
TR3487003	欧洲	土耳其	Turkey	阿辛奇	Akinci	40.1	32.6
TR3487004	欧洲	土耳其	Turkey	阿克罗蒂里	Akrotiri	34.6	33
TR324496	欧洲	土耳其	Turkey	阿克萨赖	Aksaray	38.37255	34.02537
TR324490	欧洲	土耳其	Turkey	阿克谢希尔城	Aksehir	38.3575	31.41639
TR324190	欧洲	土耳其	Turkey	阿拉尼亚	Alanya	36.54375	31.99982
TR752015	欧洲	土耳其	Turkey	阿马西亚	Amasya	40.65333	35.83306
TR323777	欧洲	土耳其	Turkey	安塔利亚	Antalya	36.90812	30.69556
TR751952	欧洲	土耳其	Turkey	阿尔达汉	Ardahan	41.10871	42.70222
TR751817	欧洲	土耳其	Turkey	阿尔特温	Artvin	41.18222	41.81944
TR322830	欧洲	土耳其	Turkey	艾登	Aydin	37.84501	27.83963
TR322673	欧洲	土耳其	Turkey	艾瓦勒克	Ayvalik	39.31905	26.6954
TR322165	欧洲	土耳其	Turkey	巴勒克西尔	Balikesir	39.64917	27.88611
TR751077	欧洲	土耳其	Turkey	班德尔马	Bandirma	40.35222	27.97667
TR751057	欧洲	土耳其	Turkey	巴汀	Bartin	41.63583	32.3375
TR750938	欧洲	土耳其	Turkey	巴伊布尔特	Bayburt	40.25889	40.22778
TR750598	欧洲	土耳其	Turkey	比莱吉克	Bilecik	40.14192	29.97932
TR321082	欧洲	土耳其	Turkey	宾格尔	Bingol	38.88472	40.49389
TR320995	欧洲	土耳其	Turkey	博德鲁姆	Bodrum	37.03833	27.42917
TR3487005	欧洲	土耳其	Turkey	博德鲁姆米拉斯	Bodrummilas	37.2	27.7
TR750516	欧洲	土耳其	Turkey	博卢	Bolu	40.73583	31.60611
TR320700	欧洲	土耳其	Turkey	博兹贾阿达岛	Bozcaada	39.835	26.06972
TR320392	欧洲	土耳其	Turkey	布尔杜尔	Burdur	37.72028	30.29083
TR3487006	欧洲	土耳其	Turkey	布尔萨	Bursa	40.2	29.1
TR749780	欧洲	土耳其	Turkey	恰纳卡莱	Canakkale	40.14556	26.40639
TR3487007	欧洲	土耳其	Turkey	昌克勒	Cankiri	40.6	33.6
TR318755	欧洲	土耳其	Turkey	凯斯米	Cesme	38.32278	26.30639
TR748893	欧洲	土耳其	Turkey	乔尔卢	Corlu	41.15917	27.8
TR748879	欧洲	土耳其	Turkey	昆仑	Corum	40.54889	34.95333
TR447273	欧洲	土耳其	Turkey	达拉曼	Dalaman	36.76591	28.8028
TR317543	欧洲	土耳其	Turkey	达特恰	Datca	36.73778	27.68417
TR317109	欧洲	土耳其	Turkey	代尼兹利	Denizli	37.77417	29.0875
TR316726	欧洲	土耳其	Turkey	迪克利	Dikili	39.071	26.89017
TR316541	欧洲	土耳其	Turkey	迪亚巴克尔	Diyarbakir	37.91583	40.21889
TR747764	欧洲	土耳其	Turkey	迪兹杰	Duzce	40.83889	31.16389
TR747712	欧洲	土耳其	Turkey	埃迪尔内	Edirne	41.67719	26.55597
TR315985	欧洲	土耳其	Turkey	伊德瑞密特	Edremit	39.59611	27.02444
TR315808	欧洲	土耳其	Turkey	埃拉泽	Elazig	38.67431	39.22321
TR3487008	欧洲	土耳其	Turkey	埃雷利·科尼亚	Eregli Konya	37.5	34.1
TR315373	欧洲	土耳其	Turkey	埃尔津詹	Erzincan	39.75222	39.49278
TR315368	欧洲	土耳其	Turkey	埃尔祖鲁姆	Erzurum	39.90861	41.27694
TR3487009	欧洲	土耳其	Turkey	埃森博阿	Esenboga	40.1	33
TR315202	欧洲	土耳其	Turkey	埃斯基谢希尔	Eskisehir	39.77667	30.52056
TR3487010	欧洲	土耳其	Turkey	伊特梅斯格	Etimesgut	40	32.7
TR314967	欧洲	土耳其	Turkey	费特希耶	Fethiye	36.62167	29.11639
TR314923	欧洲	土耳其	Turkey	菲尼凯	Finike	36.295	30.14056
TR314830	欧洲	土耳其	Turkey	加齐安泰普	Gaziantep	37.05944	37.3825
TR746881	欧洲	土耳其	Turkey	吉桑	Giresun	40.91698	38.38741
TR745260	欧洲	土耳其	Turkey	格克切岛	Gokceada	40.20107	25.90902
TR3487011	欧洲	土耳其	Turkey	格尔居克	Golcuk	40.7	29.8
TR3487012	欧洲	土耳其	Turkey	居米什哈	Gumushane	40.5	39.5
TR3487013	欧洲	土耳其	Turkey	鸽子谷	Guvercinlik	39.9	32.8
TR318137	欧洲	土耳其	Turkey	哈卡里	Hakkari	37.57444	43.74083
TR745530	欧洲	土耳其	Turkey	霍帕	Hopa	41.40597	41.43787
TR311665	欧洲	土耳其	Turkey	厄德尔	Igdir	39.92371	44.045
TR745175	欧洲	土耳其	Turkey	伊内博卢	Inebolu	41.97472	33.76083
TR311111	欧洲	土耳其	Turkey	伊斯肯德伦	Iskenderun	36.58718	36.17347
TR311073	欧洲	土耳其	Turkey	伊斯帕尔塔	Isparta	37.76444	30.55222
TR745044	欧洲	土耳其	Turkey	伊斯坦布尔	Istanbul	41.01384	28.94966
TR311046	欧洲	土耳其	Turkey	伊兹密尔	Izmir	38.41273	27.13838
TR3487015	欧洲	土耳其	Turkey	库沙达瑟	Kuşadası	37.9	27.2
TR744562	欧洲	土耳其	Turkey	卡拉比克	Karabuk	41.20488	32.62768
TR309527	欧洲	土耳其	Turkey	卡拉曼	Karaman	37.18111	33.215
TR743952	欧洲	土耳其	Turkey	卡尔斯	Kars	40.60199	43.09495
TR308948	欧洲	土耳其	Turkey	卡斯	Kas	36.20176	29.63766
TR743882	欧洲	土耳其	Turkey	卡斯塔莫努	Kastamonu	41.37805	33.77528
TR3487016	欧洲	土耳其	Turkey	开塞利	Kayseri Erkilet	38.8	35.5
TR307864	欧洲	土耳其	Turkey	基利斯	Kilis	36.71611	37.115
TR307654	欧洲	土耳其	Turkey	克鲁兹卡雷	Kirikkale	39.84528	33.50639
TR743166	欧洲	土耳其	Turkey	克尔克拉雷利	Kirklareli	41.73508	27.22521
TR307515	欧洲	土耳其	Turkey	克尔谢希尔	Kirsehir	39.14583	34.16389
TR306571	欧洲	土耳其	Turkey	科尼亚	Konya	37.87135	32.48464
TR3487017	欧洲	土耳其	Turkey	库姆克依	Kumkoy	41.2	29
TR305268	欧洲	土耳其	Turkey	屈塔希亚	Kutahya	39.42417	29.98333
TR3487018	欧洲	土耳其	Turkey	马拉蒂亚	Malatya Bolge	38.3	38.3
TR304827	欧洲	土耳其	Turkey	马尼萨	Manisa	38.61202	27.42646
TR304797	欧洲	土耳其	Turkey	马尔丁	Mardin	37.31309	40.74357
TR304782	欧洲	土耳其	Turkey	马尔马里斯	Marmaris	36.855	28.27417
TR3487019	欧洲	土耳其	Turkey	梅尔辛	Mersin	36.8	34.6
TR741609	欧洲	土耳其	Turkey	梅尔济丰	Merzifon	40.87333	35.46306
TR304184	欧洲	土耳其	Turkey	穆拉	Mugla	37.21807	28.3665
TR303831	欧洲	土耳其	Turkey	内夫谢希尔	Nevsehir	38.625	34.71222
TR303827	欧洲	土耳其	Turkey	尼代	Nigde	37.96583	34.67935
TR741100	欧洲	土耳其	Turkey	奥尔杜	Ordu	40.98472	37.87889
TR303195	欧洲	土耳其	Turkey	奥斯曼尼耶	Osmaniye	37.07417	36.24778
TR740483	欧洲	土耳其	Turkey	瑞兹	Rize	41.02083	40.52194
TR740264	欧洲	土耳其	Turkey	萨姆松	Samsun	41.28667	36.33
TR298333	欧洲	土耳其	Turkey	桑尼乌法	Sanliurfa	37.16708	38.79392
TR3487020	欧洲	土耳其	Turkey	萨勒耶尔	Sariyer	41.1	29.1
TR300822	欧洲	土耳其	Turkey	锡尔特	Siirt	37.93262	41.94025
TR300808	欧洲	土耳其	Turkey	西利夫克	Silifke	36.37778	33.93444
TR739600	欧洲	土耳其	Turkey	锡诺普	Sinop	42.02683	35.16252
TR300619	欧洲	土耳其	Turkey	锡瓦斯	Sivas	39.74833	37.01611
TR299582	欧洲	土耳其	Turkey	塔塔凡	Tatvan	38.50667	42.28167
TR738927	欧洲	土耳其	Turkey	泰基尔达	Tekirdag	40.97801	27.50852
TR738743	欧洲	土耳其	Turkey	托卡特	Tokat	40.31389	36.55444
TR738648	欧洲	土耳其	Turkey	特拉布宗	Trabzon	41.005	39.72694
TR298846	欧洲	土耳其	Turkey	通杰利	Tunceli	39.10829	39.54711
