,mayili_comment
578,曾经，现在，以后，只想说，水真深， 
579,姐姐优秀如你，不管是事业还是家庭，你都尽职尽责，所以你是最好的，永远都会支持你！ 
580,女神，你会遇到更好的！ 
581,心已经伤了，努力修复也是不堪一击了。祝尽快走出低潮！ 
582,你要好好的 一直会支持你 
583,我还是没机会 
584,支持你 
585,好好的 
586,多拍好戏吧 还是期待好演员多出好作品 你高兴就好 管别人呢 
587,哦⊙∀⊙！ 
588,在完美的爱情一旦出现裂痕，也无法回到曾经完好如初的样子 
589,看到评论里心疼马司令、祝福伊琍姐的话语那么多，忽然被感动了，原来善良的人还是那么多！ 
590,俩人都是华为手机呢 
591,爱你，加油 
592,愿你安好 
593,很喜欢你们两个。祝你们各自幸福安好 
594,以后你会过的越来越好，祝你快乐 
595,回复@平平淡淡皆是真:对 
596,心疼 
597,一直很喜欢你！加油吧！！ 
598,人一生很难只爱一人，就像你说的，在一起的时候彼此真爱过，这就够了 
599,就喜欢你的性格 
600,一直喜欢你。一位都会过去的，但还是阻挡不了内心。一直支持你 
601, 
602,加油！ 
603,加油！ 
604,小马姑娘祝你幸福！ 
605,加油 
606,伊利余生让自己开心就好💪 💪 💪 
607,人来人往，活出自己，对得起生你养你的，负责好你生你养的，其他的都无所谓 
608,你还有贺函，怕什么 
609,好聚好散，祝福，愿各自安好。 
610,唉，有点难过，有点伤感，又一对曾经有情人变成了无情人，感情这东西真是很难说，牢固时如磐石，可一但破裂了就像泡沫很轻易的就消失不见了，让我们都珍惜每一段感情，珍惜相爱的每一天吧，爱情不易，且行且珍惜 
611,有点心疼 喜欢奋斗的你们 
612,马伊琍加油💪！越来越好马伊琍加油💪 
613,不敢相信 
614,爱情分分合合太脆弱，70年来不离不弃的只有党！ 
615,回复@一直这么生猛:别想太多，试着转移注意力，为自己而活！ 
616,找自己的幸福去吧！ 
617,在过去的婚姻里你努力做了该做的，在以后的生活里你值得更好的！ 
618,女神终于放下一切，听从内心的声音。这样心情会好很多，从此开心过你想过的生活，祝福女神脱离苦海，重新寻找自己的幸福 
619,各自安好 
620,马司令，加油，活出自己最精彩的样子！人生兜兜转转，终究是自己不负自己！@马伊琍 
621,超级棒的你，开始全新的生活，真好 
622,回复@水润森林53305:唉 
623,你喜欢大海  我哎爱过你 
624,前半生的波折 都会成为 后半生惊喜的铺垫 
625,支持你 
626,加油 
627,终于 
628,爱你，女神 
629,真好 
630,虽然比较可惜，但是还是支持！加油，你是最棒的！ 
631,且行且珍惜 
632,余生好好爱自己，丽姐，挺你 
633,如东老乡加油 
634,都可以接受，都需要继续，各自安好 
635,一定要幸福 
636,回复@赵天天:不错哦！想起《我的前半生》里马伊琍妈妈说过的，发誓是最没有用的东西，就是因为什么都保证不了 
637,真可惜，好好的家庭就这样散了，希望你以后能找到一个更好的人，能更加幸福 
638,哎 
639,对于艺术，我不懂，作为女人，您是我的榜样，往后余生，祝您幸福安好！ 
640,终究梦一场 
641,🍉 
642,大家都留言说马大姐适合更好的，其实更好的是自己。 
643,回复@無在書店:不配做父母的也很多… 
644,挺你坚强点，相信你最棒，过去的就过去，日子向前看 
645,生活没有对错，做好自己，做自己喜欢的事，活出自己才是真实的自己，太过于在乎外界的眼光，那活出的不是自己了，而是别人了！加油💪 
646,回复@虚幻黑梦:但是他们没能做到守护好国家。 
647,会过的更好 
648,一直喜欢你，愿优秀的你和孩子们每天都开开心心 
649,各自安好吧 
650, 
651,期待你的下半生 
652,支持你，加油💪 
653,你适合更好的！加我，爱你 
654,往后余生，各自安好！ 
655,放不下的并不是这个人，而是在这之前你对这个人毫无保留付出的一切。你努力的维护婚姻的完美，努力的维持家庭的完整，让更多女人为之心酸心疼。余生，好好爱自己，幸福会自动来找你。 
656,离开了但至少是亲人 加油新生活 
657,心疼伊利~ 
658,@马伊琍 优秀如你，不管是事业还是家庭，你都尽职尽责，所以你值得更好的！！ 
659,最喜欢你们俩啦，还是祝你们能够一辈子在一起 
660,因为《我的前半生》路转粉，很欣赏你的坚强和独立！希望你的后半生活的幸福精彩。 
661,啊啊啊啊啊啊，这个是我这辈子都没想到的结局！曾经说好的且行且珍惜。不管怎样，愿你此生幸福 
662,希望你能找到真正属于自己，只属于自己的幸福 
663,为你们的分开感到惋惜 
664,一切会好的 
665,重要的曾经真心相爱拥有过！祝福彼此各自安好！加油！ 
666,安好 
667,愿你安好 
668,不管怎么说，我喜欢马伊琍。 
669,此情虽有憾，但愿人欢喜，路遥远，前行路上，不辜负自己，不辜负风景。 
670,且行且珍惜！ 
671,美女要坚强起来 
672,没想到马伊琍也是巨蟹座 抱抱 自己受了很多苦吧 
673,你值得更好的！很多人都支持你！一切都会好起来的！希望你坚强，越来越好！ 
674,不要再议论别人的家事了，雨女无瓜，各人自扫门前雪吧 
675,不知道为什么就是为你好难过。 
676,支持你！往后余生相信你会更加幸福和快乐！加油！大女人！ 
677,婚姻不易 
678,当你为一段感情寻找继续下去的理由的时候就已经不对了，你们都会遇到更好的。 
679,加油 过去了 
680,玻璃碎了始终都会有裂缝 
681,剃刀边缘、情感边缘 
682,永远爱你 
683,虽然他错过我们都替你气愤 但是还是想你们能在一起 很喜欢你们俩 
684,好样的女神，幸福永远陪伴你 
685,往后各生欢喜 
686,永远爱你 
687,愿你今后开开心心快快乐乐每一天 
688,喜欢你，马伊琍 
689,幸福难道就是终点好也罢、坏也罢、至少一同走过、活着就是一次次盛大的欢聚和告别、往后、或想起、或追忆、幸福便好 
690,婚姻生活本来就不容易，过来人都知道，我们这些普通人有很多也只不过是没钱，离不起，还有就是为了孩子，将就着过，明星有经济基础，孩子也大了，不管什么原因过不到一起了想理就离呗！个人的自由和权利，明星也是人， 
691,真实洒脱的女人 
692,终于还是离了，往后余生安好！！！！ 
693,回复@TST庭秘密总部Aza阿札:你这是一条有声音的评论 
694,回复@大鼻子大鼻子小叮当:嘘嘘 
695,生日快乐🎂 
696,马姐，你是最棒的 
697,马姐，你是最棒的 
698,@马伊琍 很喜欢的演员 希望你以后会遇见更好的 
699,世界上最稳定的关系，就是没有关系 
700,睿智的女人。加油， 
701,玻璃碎了，修复了也难以回到原来的模样。 
702,祝一切顺利～ 
703,你值得更好的男人！但是旁观者清他配不上这么好的你！加油姐姐！一直挺你！ 
704,女神  做你的女强人吧 
705,怎么 
706,一个人会更好 
707,司令，离开他是对的，你值得更好的 
708,回复@赵天天:你咋恁能啊 
709,顺应自己的心，走好自己的路，挺好 
710,前两天又开始看我的前半生，没想到这就看到微博热搜这样了，各自安好，只要自己开心做什么决定都没有错！ 
711, 
712,女人都是完美主义，虽不能完美，但追求向往 
713,祝安好，祝幸福 
714,这或许是他们的最好的结尾呀！恭喜恭喜，虽然有憾，可是彼此都能好好的，快乐！ 
715,1.同款手机📱 2.马老师是个非常好的演员。祝福未来的路越来越好 
716,喜欢有态度的你，真正的开心就好 
717,祝早日得到自己幸福 
718,你值得更好的 
719,也许不是不爱了，只是无法回到最爱的从前了，都是好演员，各自欢喜吧 
720,女神   寻找自己的幸福 
721, 
722,为什么 
723,你值得更好的 
724,你值得更好的人！相由心生，下一个一定要是脾气温和为你着想的暖男，否则，宁愿单一辈子也不要去妥协！祝福你！ 
725,努力珍惜过了就好 
726,回复@Pisces_李可:看到你的评论我鼻子酸酸的，不是有这样的经历，怎么会写出这样的细节，愿所有的深情都不会被辜负！ 
727,喜欢马伊琍，希望看到更多你的剧 
728,希望你的后半生更加精彩，加油＾０＾~＾０＾~ 
729,你值得更好的 
730,加油伊俐姐姐 
731,你值得更好的 
732,加油伊俐姐姐 
733,哎 
734,好好的 
735,加油！加油！棒棒哒 
736,太可惜了，原来很羡慕你与文章的婚姻，然而还是没能走到头，强扭的瓜不甜。有时候放手是最大的幸福。祝你们都能找到自己的幸福。 
737,加油 
738,祝伊琍姐姐往后余生开开心心，爱你哟！ 
739,你会更幸福的！ 
740,我重新看一遍前半生 
741,天啊 瘫了 
742,分开只会愈加清醒 越来越好 
743,每次发声都透漏着过人的智慧！可惜文章不懂得珍惜。越来越喜欢马伊琍姐姐，加油哦！人生路漫漫，努力过就不必再纠结。 
744,回复@赵天天:各个国家有各个国家的国歌 
745,那就这样吧 
746,余生交给我吧 
747,好好为自己活 
748,好好为自己活 
749,感情无对错，去留如风，无意间就伤了彼此曾经深爱的人。证明了
750,好姑娘加油 
751,你会更好的，你是一个注定会更好的人 
752,要幸福哦 
753,回复@赵天天:还有党！ 
754,爱是克制，爱是担当。 
755,希望你以后能幸福爱你哟 
756,e 
757,姐，你值得更好的！加油😊 
758,或许会难过，但时间会抚平伤口，你没了谁你都还有你自己-无限能量的马伊利。更加精彩的生活吧，只要你想。 
759,不管怎么样 你尽力了 
760,分开也挺好，强大而独立，忠于内心，终究会得到快乐，也许姐姐比我们更清楚爱情与婚姻只是人生一部分。 
761,挺好 
762,抱抱 
763,心疼你 
764,加油！我们支持你！母亲都不容易，男人让你依靠我们就靠一靠，不能我们还有我们自己。❤️ 
765,且行且珍惜！ 
766,电视上你与陈俊生的前半生走完了，后半生遇上了贺涵，现实生活你与文章的前半生走完了，也希望你现实生活中遇上那个真真正正的“贺涵”吧！祝福你💐 
767,我觉得是有对错的只不过是感情变成了亲情，亲人之间不会计较谁对谁错的，希望你们彼此都能拥抱新的人生，再去感受另一个新的自己。 
768,姐姐，一直很喜欢你，你是一个好演员，好妈妈，加油，愿你往后的每天都能开心。 
769,然无对错，往后各自欢喜。 
770,加油 
771,挥别错的才能和对的相逢，就当是成全自己。 
772,回复@-邵文倩:现在的人大多都是将就将就，或者将就将就散了 
773,加油！ 
774,支持马伊琍净加油💪 
775,也挺好，找到一个适合自己的对的人。别将就 
776,只是生命中的过客， 真命天子都是来的晚一些。 
777,这就是婚姻，十年树木，百年树人。要使小树成为木料需要很长的时间。而培养一个人才则需要更多的时间，是个长久之计，并且十分不容易。因此，这句话寓意着国家、民族、家庭只有做好人的培育，才能得以接续、繁衍、传承。古人云
778,发自内心的感到悲伤！ 
779,发自内心的感到悲伤！ 
780,加油！ 
781,你终于放过自己了 
782,一直陪伴 
783,祝福你后半生 美丽的绽放！ 
784,回复@天气-Kate:你太认真了，我说的就是两码事，北京小姐姐。 
785,回复@以前挺装的现在又挺贱的:评论下说了父母和祖国，您别较真 
786,不知怎么安慰，最爱的你，加油，一直会继续支持你，心目中的女神，加油 
787,以前相爱，现在不爱了。 
788,人生若只如初见 
789,哎 
