,wenzhang_comment
503,文章的演技真的不说了，挺好的，娱乐圈就服文章和张一山两个把哭戏和气质这一块拿得死死的，文章加油，希望你拍些好作品出来，当初的雪豹看得我热血，当初的小爸爸看得我泪流满面，加油，这几年，你也累了，一时之错，背负得太多，不是太累也不会再忍受着骂名分开 
504,回复@你老公叫仙洋么:送你上去 
505,我很为你们难过，希望你们以后好好的。 
506,回复@今天继续喜欢张国荣:文章的演技真的不说了，挺好的，娱乐圈就服文章和张一山两个把哭戏和气质这一块拿得死死的 
507,好多年没上微博了，为了你，我又悄悄的下载了微博 
508,回复@青石桥的路妃:有后台就不难，看看陈赫，就不怎么难，还越来越火 
509,回复@童年碎片bo:文章的演技真的不说了，挺好的，娱乐圈就服文章和张一山两个把哭戏和气质这一块拿得死死的 
510,回复@肖宁:哈哈😄 
511,回复@M酷酷的博:@M酷酷的博
512,离或不离永远支持你 
513,唉…咋整… 
514,回复@醒在梦静上:当时一定是很美好的 
515,喜欢你演的电视，加油 
516,无论怎样，都喜欢你，无畏人言继续前行 
517,回复@你老公叫仙洋么:就如同我们支持你等你一样，无论你做什么都一如既往 
518,还是修复不了的裂缝？祝你们各自安好！ 
519,别忘了，你们是孩子的爸妈就好了。 
520,回复@可楽__:党和人民一直在 
521,终究还是离了  唉   
522,回复@gnailxs: 
523,唉。。。。。。。。。。。。。。。。今年娱乐圈又一大事件愿 各自安好。。。。 
524,你要复出了吧 
525,老铁！要好好地！！！ 
526,文章自己本来就是大男子主义，还找了马伊琍这样强势的女人。就是不合适的，也注定不能长远，这条路让他给走的，自己把自己给耽误了。这么好的演员，还是支持他。@文章同學 
527,很喜欢你们两个，即使分开了，也没关系。加油 
528,爱情很难保鲜，婚姻很难经营…谢谢你们用了五年的时间去努力修复爱情、挽救婚姻，虽然结果让人惋惜，但是你们也尽力了。。 喜欢了你们和邓超夫妇很多年，一直以你们为榜样，力争效仿！可你们终究也是凡夫俗子…望广大人民群众理解他们的生活吧！ 
529,搞不懂两个人，还是我不懂爱情或者婚姻…也许两个人之间第三个人真的很难懂。可是时间不在来的时候，发现后悔莫及…。 
530,都好好的 
531,相信你们还能复合，给彼此一段时间 
532,竟然希望你能跟姚迪走在一起也算有个好的交代，喜欢马伊琍，但是认为她适合一个成熟的男人来呵护她，喜欢你们！ 
533,被感情毁了一生的人而已 
534,永远爱你 
535,你也好好的噢 
536,回复@Lin-Syukam琴琴酱-:不可能所有感情一点裂缝没有 
537,修补不了，内心疙瘩还在 
538,回复@远辰性空山:是吧哈哈哈 
539,最近真的是分手季，可能是因为太热了个个发燥 
540,都好好的吧...祝你俩各自幸福...毕竟余生还长...很喜欢你们！ 
541,哎，也不知道说什么好，都好好的吧，赶紧出点新剧来看看喂！ 
542,回复@Isywer-:亲测为真 ¡评论配图 
543,以后彼此都要好好的，文哥。 
544,🍉 
545,终于还是离了，破镜想在重新开始真的回不去了，现在跟女友分了想复合回不到刚认识的时候那个完美又谦虚谨慎了你了，祝你们各自安好 
546,不管怎样，我还是喜欢你演的作品 
547,你不会是要跟姚迪在一起了吧 
548,回复@H7Lucky:你知道好不好啊你跟她过过啊 
549,评论少 
550,他们给彼此最后的疼爱是手放开 
551,回复@醒在梦静上:我怀疑你在开车，甚至我还有证据 
552,赶紧拍新戏 继续出好的作品给喜欢你的粉丝们 
553,真的挺喜欢文章演技好，戏路宽，可盐可甜，喜剧，英雄，屌丝都能驾驭，也有才华，但是你知道你几年前的那件事同时伤害了多个女人吗？ 
554,请放过每一个人 
555,回复@寻寻觅觅寻_:值不值又能怎样 
556,一个巴掌拍不响 婚姻没有谁对谁错 关注作品 少些键盘侠的喷子 
557,是 
558,下一个陈思诚佟丽娅和贾乃亮李小璐 
559,最喜欢你们俩啦，还是祝你们能够一辈子在一起 
560,你有今天靠的是谁？马司令 
561,各自安好 
562,这样也好 
563,既然吾爱，就不要伤害 
564,心疼马伊俐 
565,真的可惜，我最喜欢的男女演员。 
566,大家猜猜下一个是谁 
567,不要再议论和诽谤了，别人自己都能好聚好散了，关你们啥事儿呢，放过他们吧 
568,爱情就那么回事吧 
569,1 
570,希望以后别后悔就好。 
571,分就分了呗，很正常啊至于么你们我觉得文章挺好的，没什么不好迟早得分！ 
572,你也一定要幸福下去～ 
573,回复@星空-110-40:是呀 
574,兄弟，你是不是终于可以回归荧屏了 
575,几句话，一半简体，一半繁体，为何？？ 
576,离开演艺圈吧，不爱看你们这群负能量的货 
577,恭喜，恭喜，分手快乐，祝你快乐 
578,... 
579,破镜难重圆 
580,加油加油，祝福你们各自安好！ 
581,回复@黄老板诶:和你有什么关系，用你心疼，自作多情 
582,爱过 
583,好久没看见你发微博，结婚一看就是这样的内容，很不开心，但是祝福你，各自安好 
584,那你什么时候可以出新电影或者电视剧呢 
585,没有和好如初破镜难圆，珍惜吧，作为小老百姓的我们何尝不是呢 
586,无论谁对谁错，我相信你们曾经深爱过，不知为什么，看着你们两人，我对爱情最后抱有的一点残念，都消失得无影无踪了，这个世界爱情可以变成亲情，但亲情永远只是亲情！ 
587,最想看到的结局是，你重新认识她，重新爱上马伊琍，重新追求，并且圆满再一起。 
588,你两怎么还不换头像 
589,加油 
590,都好好的吧， 
591,。。。 
592,想到了裸婚时代 
593,愿各自安好 
594,...... 
595,支持文章 
596,回复@Isywer-:看来我们都很关注他俩，两个好演员，可惜了 
597,有需要，425克黄桃罐头，私信我 
598,文章，知道你那个大，但是请珍惜！ 
599,还是 
600,还是 
601,破镜难重圆 
602,华为这广告打的 
603,回复@你老公叫仙洋么:哈哈 
604,回复@玖月彦:嗨，人间处处是白光 
605,回复@黄老板诶:抖机灵 
606,没什么的 你开心就好 永远支持小文 
607,特别喜欢你。好好演戏 不要管别人怎么说 
608,两个我都喜欢的演员，不管怎样，一如既往支持你们 
609,哎，文章加油 
610,各自安好 
611,哦哦 
612,支持你 
613,@文章同學 为什么 
614,好聚好散 
615,回复@Abby_耿小毛:姚迪都要结婚了。 
616,艰难无名的时候陪伴你的是马伊琍，扬名立万的时候却偷情别人，有什么资格说什么感慨，你不配！ 
617,离了，就默默的祝福对方好了，难道明星都喜欢发出来？ 
618,好好演戏吧，其实真的挺想你了。 
619,@骆驼这个无赖 破镜难重圆 
620,哎，姚迪在等你 
621,祝各自安好吧 
622,来来来，给秀儿让个座，快献上今年最新版华为手机 
623,文章同学，挺你。 
624,五年的时间，最好的选择 
625,错了就是错了，补是补不起来的 
626,生活还是要继续，继续做好自己，做好父亲，演好戏，不演戏也做电影吧，你很有才。加油💪 
627,502也没修好，可惜了 
628,哎 
629,没记错的话，5年4个月，嗯！ 
630,唉，且行且珍惜 
631,终究还是逃不过 
632,琍姐说然无对错。。 
633,卧槽，今天的大瓜 
634,回复@肖宁:心疼马伊琍，但是没有文章，她可以过的更好！ 
635,回复@goodvibesonly0802:说明用华为手机还可以，我们家也都是华为 
636,这么多年一直支持你，明星也是人，我们要尊重他们. 文章同学希望你以后可以幸福，不要在意别人说什么，为了那些一直支持你的人，要开心 幸福 
637,有点难过 
638,各自安好 
639,自由人，自由身。 
640,莫名觉得很心疼你，希望以后好好的 
641,剃刀边缘2啥时候播啊 
642,很喜欢文章的演技.也喜欢马伊琍.可惜最后还是没能走到最后 
643,回复@电動马达哟:所以男女年龄差距大真的是有问题的 
644,但愿各自安好，身体健康比什么都强 
645,加油。 
646,哥，加油，不管因为什么，爷们就要勇敢去面对 
647,唉，看的哭了 
648,舒了一口长气 
649,下一站祝马伊琍遇见贺涵！ 
650,一句吾爱伊琍，不管是真情或假意，总归是给了两个人最好的体面。也好过已经被你伤害过的人，到最后说分开是因为两看相生厌，太残忍了。 
651,且行且珍惜 
652,一句吾爱伊琍，不管是真情或假意，总归是给了两个人最好的体面。也好过已经被你伤害过的人，到最后说分开是因为两看相生厌，太残忍了。 
653,且行且珍惜 
654,一别两宽，愿各生欢喜 
655,为了孩子还是不要闹的太不愉快 
656,是个男人，你再把她娶回！ 
657,各自安好吧 
658,加油，西安男人。 
659,想当初在一起的时候就不被大众看好的姐弟恋还是没有走到最后，分开后希望两人能真正快乐起来！文章同学很久没看到你发自内心的笑容了！余生，各自欢喜！ 
660,心疼马伊琍 
661,吾爱吾师，吾更爱真理。从这儿取得句子？ 
662,以前我很喜欢你，现在我很讨厌你！可是我一直很喜爱马伊琍！但是我想说
663,拍剃刀都恩恩爱爱的哇 
664,且行且珍惜 
665,少帅 
666,各自安好 
667,说说而已，以后怎样，只有自己明白 
668,你不守夫道。 
669,那剃刀边缘2咋整 
670,听到这个消息我的眼泪都掉下来了，真的好难过好难过，为什么要走到这一步呢当初的真情都没有了吗 
671,偶像，你也可以活成张小六子的感情生活呀！总之祝你幸福 
672,看得我都想哭 
673,虽然有悖道德，但是文章和姚迪真的很般配，人这一生真的很短，为什么不潇潇洒洒的活着 
674,希望你善待女儿 善待自己 
675,好样的兄弟！ 
676,辜负了终究是辜负了 
677,没人能真正了解你们的情况，只有你们自己的感受是最真的。人生短暂，好好珍惜，繁华与平静，终是过往云烟，亲情才是永恒的。 
678,回复@邓and孬:国家也不是永恒的，你妈才是你永恒的妈，陪在你身边的也是你妈，在这里复制别人的蹭什么热度？ 
679,你终究还是辜负了她。 
680,真的觉得还是都是你的错，破镜难再重圆 
681,说实话 文哥 你的演技一点问题没有 只不过我觉得你当初不应该选择这个女人 真的和你不般配 希望看到以前的那个你 文哥加油 我觉得你可以做到以前那种电视机里满天飞的 
682,他俩头像都是低头微笑 
683,其实我挺喜欢你们夫妻俩的。一直想你们好好的幸福下去。没想到还是。。。我好伤心的感觉。 
684,同行半路，搞一风波！余生漫漫，你将一无所有 
685,心疼  从小一直最喜欢的一对 
686,撑到现在才离也是不容易 
687,这么多年了还这么多喷子 人家的私生活怎样你们管得着吗 挺好的一个男演员 说封就给封了 还有黄海波 被一帮网络正义使者弄的少了多少电视剧电影看 真nm闲的 差不多得了！ 
688,马姐离开你可能会更加幸福。 
689,终究还是分了，不爱就是不爱呢，找一个做你小女人的女孩。(ง •̀_•́)ง 
690,缘起缘灭，有了隔阂的人始终再难靠近，愿今后各自安好 
691,记得那几年你红的一塌糊涂，但因为自己的错造成了现在这个样子，离，并不代表你的错多一点，但努力做好的样子也会越来越好，逆风见成长，你要坚强加油… 
692,回复@你老公叫仙洋么:捉 
693,爱情没有了，只有了亲情 
694,各自安好 祝福 
695,从奋斗到你的每一部电视剧和电影。没变 
696,依旧喜欢你们，愿更好 
697,丢！ 
698,这下完了我心心念念的剃刀二 
699,各自安好 
700,明星生活我真的不在乎，谁都有自己的生活，我只喜欢看你演的戏而已， 
701,这几年没怎么关注你，但是说实话以前你的戏我还是很喜欢的 
